sale_id,customer_id,product_id,order_date,quantity
721,595,247,2025-05-16,35
722,146,270,2025-07-17,205
723,477,265,2024-09-07,107
724,536,46,2024-07-14,86
725,484,40,2024-06-13,73
726,818,297,2024-10-06,191
727,628,28,2025-01-28,168
728,548,6,2024-10-03,105
729,465,263,2025-03-08,74
730,588,170,2024-08-26,13
731,362,151,2024-02-07,218
732,172,19,2023-11-23,164
733,768,156,2024-05-11,78
734,267,32,2024-07-16,193
735,593,87,2025-02-18,237
736,53,150,2025-07-07,84
737,28,147,2024-01-21,19
738,85,65,2023-10-30,187
739,79,143,2025-06-24,84
740,136,144,2023-07-31,189
741,879,132,2024-02-23,243
742,760,58,2025-04-01,198
743,179,78,2024-12-31,189
744,379,90,2024-02-18,65
745,802,121,2023-09-24,177
746,186,271,2024-01-30,75
747,352,44,2025-03-10,99
748,610,79,2024-09-13,51
749,771,212,2024-03-05,183
750,244,226,2024-04-07,26
751,216,296,2024-10-05,102
752,56,136,2024-05-21,86
753,54,86,2023-08-18,108
754,409,244,2024-11-09,20
755,488,273,2024-02-18,84
756,389,200,2024-04-25,61
757,269,75,2024-02-13,209
758,892,223,2024-12-13,239
759,296,230,2024-01-30,126
760,695,162,2025-03-18,24
761,700,22,2024-12-08,6
762,940,273,2025-04-09,222
763,980,222,2025-03-10,200
764,941,140,2024-11-03,11
765,277,137,2023-07-29,197
766,262,300,2023-10-24,87
767,473,124,2024-03-14,167
768,789,100,2024-10-03,87
769,346,93,2024-12-14,164
770,561,6,2024-03-25,156
771,852,35,2025-04-29,91
772,422,51,2024-02-10,222
773,107,229,2025-05-08,245
774,225,146,2023-12-05,64
775,198,18,2024-06-28,138
776,635,48,2024-07-13,129
777,962,112,2023-08-02,240
778,654,63,2024-06-25,247
779,89,67,2023-07-26,128
780,673,290,2024-07-16,245
781,918,57,2023-08-17,18
782,260,151,2024-04-23,132
783,677,39,2024-07-26,165
784,945,142,2024-11-26,2
785,709,166,2025-05-05,131
786,166,38,2024-09-24,25
787,796,32,2024-01-05,65
788,398,171,2024-06-01,162
789,265,136,2023-09-03,6
790,452,36,2024-10-12,149
791,951,103,2025-07-18,202
792,403,92,2023-09-19,154
793,112,74,2024-02-19,88
794,788,221,2025-06-15,98
795,629,55,2024-11-05,240
796,733,133,2024-09-20,244
797,36,38,2024-03-19,223
798,586,129,2023-09-07,171
799,20,255,2024-06-26,50
800,669,1,2023-12-06,182
801,681,200,2024-02-05,46
802,156,169,2025-03-05,124
803,589,2,2025-03-22,205
804,725,252,2024-02-19,162
805,447,207,2024-02-06,136
806,554,116,2025-05-25,86
807,394,247,2024-08-07,104
808,581,275,2023-10-26,58
809,342,156,2024-01-12,153
810,57,47,2024-11-20,247
811,548,175,2023-12-02,171
812,862,236,2023-11-11,121
813,664,104,2025-05-26,189
814,568,21,2024-11-10,10
815,677,98,2024-12-10,200
816,713,200,2023-08-27,174
817,646,184,2024-01-16,182
818,87,225,2023-10-16,123
819,144,19,2024-12-09,14
820,26,123,2023-08-18,216
821,399,33,2023-12-10,210
822,659,158,2025-01-01,230
823,547,231,2024-08-16,28
824,38,174,2025-05-18,82
825,346,22,2024-06-25,125
826,122,109,2024-10-12,114
827,470,275,2024-03-22,138
828,759,297,2023-08-21,86
829,948,37,2024-09-21,19
830,754,73,2025-01-27,37
831,670,10,2024-01-13,59
832,929,24,2023-09-05,229
833,719,67,2025-01-25,111
834,177,26,2024-02-06,39
835,841,50,2024-02-04,91
836,626,88,2023-08-01,214
837,66,55,2024-12-27,17
838,510,113,2025-05-06,12
839,824,104,2025-05-16,242
840,346,206,2025-05-09,92
841,124,295,2024-04-19,193
842,141,165,2024-09-11,128
843,783,24,2025-01-27,205
844,178,172,2023-08-23,156
845,124,141,2024-10-28,100
846,776,213,2024-01-18,49
847,714,190,2024-04-16,33
848,169,225,2023-10-12,9
849,948,298,2023-09-18,116
850,137,52,2024-08-16,71
851,386,81,2024-06-28,68
852,901,250,2023-10-15,104
853,7,4,2024-08-19,123
854,949,46,2023-09-18,116
855,909,146,2024-01-20,122
856,711,244,2023-12-25,190
857,212,74,2024-03-29,45
858,536,231,2024-10-05,71
859,245,90,2024-05-03,225
860,709,20,2025-04-24,71
861,185,256,2025-04-19,5
862,974,46,2024-12-29,146
863,357,215,2024-06-07,80
864,572,121,2023-09-13,68
865,121,272,2024-11-29,233
866,634,186,2024-06-15,3
867,520,113,2025-05-30,194
868,789,107,2024-02-24,34
869,55,100,2023-11-08,85
870,816,77,2023-08-08,107
871,510,91,2024-03-29,160
872,687,23,2024-11-02,5
873,661,187,2025-03-23,98
874,215,223,2024-04-24,229
875,343,233,2024-04-05,85
876,107,27,2024-06-01,249
877,181,81,2025-06-16,92
878,497,264,2024-12-07,164
879,73,121,2024-05-06,222
880,607,297,2024-07-19,42
881,430,102,2024-03-04,200
882,236,57,2024-11-14,183
883,234,51,2023-08-13,86
884,756,212,2023-11-21,4
885,385,113,2024-05-01,234
886,483,300,2023-08-23,78
887,56,224,2024-03-01,89
888,222,233,2025-07-11,37
889,397,192,2023-11-13,61
890,469,100,2025-06-27,136
891,999,139,2024-10-21,212
892,344,66,2023-08-08,192
893,709,292,2023-10-10,216
894,288,70,2024-11-04,10
895,873,239,2023-12-31,72
896,429,88,2025-04-07,24
897,226,152,2024-03-19,206
898,161,88,2024-08-19,154
899,994,284,2025-01-25,220
900,89,211,2025-03-17,237
901,501,111,2025-02-15,211
902,485,237,2024-08-17,146
903,15,220,2025-03-19,153
904,254,168,2024-10-13,159
905,594,114,2025-01-23,156
906,969,77,2024-04-12,85
907,920,3,2025-07-19,238
908,46,21,2024-01-02,123
909,752,259,2024-05-09,208
910,436,272,2025-04-25,97
911,491,51,2024-10-14,152
912,508,124,2023-08-14,109
913,572,7,2024-12-11,71
914,973,112,2025-02-03,47
915,368,152,2023-11-13,107
916,664,47,2024-05-11,67
917,492,157,2025-03-03,214
918,721,236,2024-12-05,15
919,766,299,2023-09-18,176
920,1000,233,2023-09-18,243
921,791,71,2025-07-15,246
922,190,190,2024-01-10,55
923,721,1,2024-10-01,79
924,395,171,2024-08-14,177
925,34,152,2024-10-08,177
926,771,139,2024-11-20,148
927,556,295,2024-09-17,15
928,807,42,2025-02-09,83
929,902,172,2024-06-08,39
930,528,187,2024-09-10,16
